Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
10733	PLK4	polo-like kinase 4 (Drosophila)	NM_014264	NP_055079.3	ENSG00000142731	chr4:129021739 - 129039146	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;regulation of progression through cell cycle;transferase activity	Protein Kinase,  Tumor Suppressor
10154	PLXNC1	plexin C1	NM_005761	NP_005752.1	ENSG00000136040	chr12:93066878 - 93223192	cell adhesion;integral to membrane;multicellular organismal development;plasma membrane;receptor activity;receptor binding	Tumor Suppressor
5371	PML	promyelocytic leukemia	NM_033246, NM_033238, NM_033250, NM_033249, NM_033239, NM_033240, NM_002675, NM_033247, NM_033244	NP_150249.1, NP_150241.2, NP_150253.2, NP_150252.1, NP_150242.1, NP_150243.2, NP_002666.1, NP_150250.2, NP_150247.2	ENSG00000140464	chr15:72074206 - 72124402	cytoplasm;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;DNA repair;induction of apoptosis;insoluble fraction;intracellular;metal ion binding;negative regulation of angiogenesis;negative regulation of cell growth;negative regulation of transcription;nucleic acid binding;nucleolus;nucleoplasm;nucleus;PML body;PML body organization and biogenesis;protein	TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
5449	POU1F1	POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1)	NM_000306, NM_001122757	NP_000297.1, NP_001116229.1	ENSG00000064835	chr3:87391733 - 87408302	cell fate specification;gland development;negative regulation of cell proliferation;nucleus;organ morphogenesis;positive regulation of cell proliferation;positive regulation of transcription, DNA-dependent;protein binding;sequence-specific DNA binding;transcription factor activity;transcription from RNA polymerase II promoter	Tumor Suppressor
25833	POU2F3	POU domain, class 2, transcription factor 3	NM_014352	NP_055167.2	ENSG00000137709	chr11:119616262 - 119694311	epidermis development;nucleus;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity	Tumor Suppressor
11281	POU6F2	POU domain, class 6, transcription factor 2	NM_007252	NP_009183.3	ENSG00000106536	chr7:39012974 - 39470810	central nervous system development;ganglion mother cell fate determination;nucleus;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcription from RNA polymerase II promoter;visual perception	Tumor Suppressor
56342	PPAN	peter pan homolog (Drosophila)			ENSG00000130810	chr19:null	nucleus;protein binding;RNA splicing	Tumor Suppressor
5465	PPARA	peroxisome proliferator-activated receptor alpha	NM_005036	NP_005027.2	ENSG00000186951	chr22:44972944 - 45009941	epidermis development;fatty acid transport;lipid metabolic process;metal ion binding;nucleus;positive regulation of fatty acid beta-oxidation;positive regulation of transcription;positive regulation of transcription from RNA polymerase II promoter;protein binding;receptor activity;regulation of fatty acid metabolic process;regulation of transcription, DNA-dependent;sequence-specific DNA binding;steroid hormone receptor activity;transcription;transcription factor activity;transcription from RNA polymerase II	Tumor Suppressor
5467	PPARD	peroxisome proliferator-activated receptor delta	NM_006238	NP_006229.1	ENSG00000112033	chr6:35486842 - 35501834	apoptosis;axon ensheathment;cell proliferation;cholesterol metabolic process;decidualization;embryo implantation;enzyme activator activity;epidermis development;fatty acid beta-oxidation;fatty acid binding;fatty acid catabolic process;fatty acid transport;generation of precursor metabolites and energy;glucose metabolic process;glucose transport;lipid metabolic process;metal ion binding;negative regulation of transcription from RNA polymerase II promoter;nucleus;positive regulation of fat cell differentiatio	Stability,  Tumor Suppressor
8500	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	NM_177423, NM_003626	NP_803172.1, NP_003617.1	ENSG00000131626	chr11:69795926 - 69905900	cell-matrix adhesion;cytoplasm;protein binding;signal transducer activity;signal transduction	Tumor Suppressor
5494	PPM1A	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	NM_177951, NM_177952, NM_021003	NP_808820.1, NP_808821.2, NP_066283.1	ENSG00000100614	chr14:59782318 - 59828953	hydrolase activity;magnesium ion binding;manganese ion binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid dephosphorylation;protein binding;protein phosphatase type 2C activity;protein serine/threonine phosphatase complex;signal transducer activity	Tumor Suppressor
8493	PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	NM_003620	NP_003611.1	ENSG00000170836	chr17:56032557 - 56095695	cell cycle;G2/M transition of mitotic cell cycle;hydrolase activity;magnesium ion binding;manganese ion binding;negative regulation of cell proliferation;nucleus;protein amino acid dephosphorylation;protein phosphatase type 2C activity;protein serine/threonine phosphatase complex;regulation of progression through cell cycle;response to bacterium;response to radiation	Tumor Suppressor,  Entrez Query:Oncogene
151742	PPM1L	protein phosphatase 1 (formerly 2C)-like	NM_139245	NP_640338.2	ENSG00000163590	chr3:161956790 - 162269639	hydrolase activity;integral to membrane;magnesium ion binding;manganese ion binding;membrane;protein amino acid dephosphorylation;protein phosphatase type 2C activity;protein serine/threonine phosphatase complex	Protein Kinase,  Tumor Suppressor
84152	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	NM_032192, NM_181505	NP_115568.2, NP_852606.1	ENSG00000131771	chr17:35037171 - 35045644	cytoplasm;protein kinase inhibitor activity;protein phosphatase inhibitor activity;signal transduction	Protein Kinase,  Tumor Suppressor
5519	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	NM_002716, NM_181699	NP_002707.3, NP_859050.1	ENSG00000137713	chr11:111102898 - 111142295	antigen binding;binding;ceramide metabolic process;cytosol;inactivation of MAPK activity;induction of apoptosis;membrane;microtubule cytoskeleton;mitochondrion;negative regulation of cell growth;negative regulation of tyrosine phosphorylation of Stat3 protein;nucleus;protein amino acid dephosphorylation;protein binding;protein complex assembly;protein heterodimerization activity;protein phosphatase type 2A activity;protein phosphatase type 2A complex;protein phosphatase type 2A regulator activity;regulation	Tumor Suppressor
5521	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	NM_181676, NM_001127381, NM_181675, NM_181677, NM_181678	NP_858062.1, NP_001120853.1, NP_858061.1, NP_858063.1, NP_858064.1	ENSG00000156475	chr5:145949702 - 146237827	cell death;protein phosphatase type 2A complex;protein phosphatase type 2A regulator activity;signal transduction	Tumor Suppressor
639	PRDM1	PR domain containing 1, with ZNF domain	NM_001198, NM_182907	NP_001189.2, NP_878911.1	ENSG00000057657	chr6:106642834 - 106662054	intracellular;metal ion binding;negative regulation of transcription from RNA polymerase II promoter;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;zinc ion binding	Tumor Suppressor
7799	PRDM2	PR domain containing 2, with ZNF domain	NM_015866, NM_001007257, NM_012231	NP_056950.2, NP_001007258.1, NP_036363.2	ENSG00000116731	chr1:13914687 - 14015629	ATP binding;intracellular;kinase activity;metal ion binding;nucleic acid binding;nucleotide binding;nucleus;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;transcription factor activity;transferase activity;zinc ion binding	Tumor Suppressor
11108	PRDM4	PR domain containing 4	NM_012406	NP_036538.3	ENSG00000110851	chr12:106652116 - 106678422	cell proliferation;DNA binding;intracellular;metal ion binding;nucleus;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;signal transduction;transcription;transcription from RNA polymerase II promoter;zinc ion binding	Tumor Suppressor
144165	PRICKLE1	prickle homolog 1 (Drosophila)	NM_153026	NP_694571.2	ENSG00000139174	chr12:41139877 - 41152585	cytosol;membrane;metal ion binding;nuclear membrane;nucleus;zinc ion binding	Tumor Suppressor
5573	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	NM_002734	NP_997637.1	ENSG00000108946	chr17:64023135 - 64038185	cAMP binding;cAMP-dependent protein kinase complex;cAMP-dependent protein kinase regulator activity;intracellular signaling cascade;kinase activity;mesoderm formation;neuromuscular junction;nucleotide binding;protein amino acid phosphorylation;protein binding;regulation of transcription from RNA polymerase II promoter;signal transduction	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation,  Translocation
5580	PRKCD	protein kinase C, delta	NM_212539	NP_997704.1	ENSG00000163932	chr3:53187478 - 53201322	ATP binding;B cell proliferation;cytoplasm;diacylglycerol binding;diacylglycerol-activated phospholipid-dependent protein kinase C activity;enzyme activator activity;enzyme binding;immunoglobulin mediated immune response;intracellular signaling cascade;membrane;metal ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein C-terminus binding;protein serine/threonine kinase activity;protein stabilization;transferase activity;zinc ion binding	Protein Kinase,  Stability,  Tumor Suppressor
112464	PRKCDBP	protein kinase C, delta binding protein	NM_145040	NP_659477.2	ENSG00000170955	chr11:6296968 - 6298282	kinase activity	Protein Kinase,  Tumor Suppressor
5617	PRL	prolactin	NM_000948	NP_000939.1	ENSG00000172179	chr6:22395609 - 22405190	cell proliferation;cell surface receptor linked signal transduction;extracellular region;extracellular space;hemocyte development;hormone activity;lactation;pregnancy;prolactin receptor binding;soluble fraction	Stability,  Tumor Suppressor
10419	PRMT5	protein arginine methyltransferase 5	NM_001039619, NM_006109	NP_001034708.1, NP_006100.2	ENSG00000100462	chr14:22459952 - 22468410	cell proliferation;chromatin modification;cytoplasm;histone-arginine N-methyltransferase activity;methyltransferase activity;peptidyl-arginine N-methylation;regulation of mitosis;regulation of transcription, DNA-dependent;transcription;transferase activity	Tumor Suppressor
5624	PROC	protein C (inactivator of coagulation factors Va and VIIIa)	NM_000312	NP_000303.1	ENSG00000115718	chr2:127893988 - 127902992	blood coagulation;calcium ion binding;extracellular region;negative regulation of apoptosis;negative regulation of blood coagulation;peptidase activity;protein C (activated) activity;proteolysis;serine-type endopeptidase activity	Stability,  Tumor Suppressor
5625	PRODH	proline dehydrogenase (oxidase) 1	NM_016335	NP_057419.3	ENSG00000100033	chr22:17280687 - 17303800	cellular_component;glutamate biosynthetic process;induction of apoptosis by oxidative stress;mitochondrion;molecular_function;oxidoreductase activity;proline catabolic process;proline dehydrogenase activity	Stability,  Tumor Suppressor
5629	PROX1	prospero-related homeobox 1	NM_002763	NP_002754.2	ENSG00000117707	chr1:212236501 - 212275800		Protein Kinase,  Tumor Suppressor
55615	PRR5	proline rich 5 (renal)			ENSG00000186654	chr22:null	GTPase activator activity;intracellular;signal transduction	Tumor Suppressor
57716	PRX	periaxin	NM_181882, NM_020956	NP_870998.2, NP_066007.1	ENSG00000105227	chr19:45591712 - 45605679	axon ensheathment;cellular_component;mechanosensory behavior;membrane;molecular_function;nucleus;protein binding	Tumor Suppressor
5702	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	NM_002804	NP_002795.2	ENSG00000165916	chr11:47396961 - 47404406	ATP binding;cytoplasm;cytosol;hydrolase activity;nucleoside-triphosphatase activity;nucleotide binding;nucleus;proteasome complex (sensu Eukaryota);protein binding;protein catabolic process;transcription coactivator activity;transcription corepressor activity	TNF_alpha_NF_kB,  Tumor Suppressor
5727	PTCH1	patched homolog 1 (Drosophila)	NM_000264, NM_001083602, NM_001083603	NP_001077076.1, NP_001077071.1, NP_001077072.1	ENSG00000185920	chr9:97249014 - 97310464	cell cycle;cell proliferation;dorsal/ventral pattern formation;embryonic limb morphogenesis;hedgehog receptor activity;integral to membrane;integral to plasma membrane;membrane;negative regulation of body size;negative regulation of progression through cell cycle;organ morphogenesis;protein binding;protein processing;receptor activity;regulation of smoothened activity;signal transduction;smoothened signaling pathway	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
8643	PTCH2	patched homolog 2 (Drosophila)	NM_003738	NP_003729.3	ENSG00000117425	chr1:45060673 - 45081191	epidermis development;hedgehog receptor activity;integral to plasma membrane;membrane;protein complex assembly;spermatogenesis	Hedgehog,  Tumor Suppressor
5728	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	NM_000314	NP_000305.3	ENSG00000171862	chr10:89614206 - 89715209	cell cycle;cell migration;cell proliferation;central nervous system development;cytoplasm;heart development;hydrolase activity;induction of apoptosis;inositol phosphate dephosphorylation;inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity;lipid binding;lipid metabolic process;negative regulation of apoptosis;negative regulation of cell migration;negative regulation of cell proliferation;negative regulation of focal adhesion formation;negative regulation of progression through cell cycle;negative regul	Androgen Receptor,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
